CHEM SUB,NAME,201812
0301020T0,Umeclidinium Brom
030103000,Other Theophylline Preps
0301030A0,Acefylline Piperazine
0301030B0,Aminophylline
0301030C0,Aminophylline Hydrate
0301030D0,Aminophylline With Antacid
0301030H0,Choline Theophyllinate
0301030K0,Diprophylline
0301030N0,Proxyphylline
0301030S0,Theophylline
0301040E0,Adrenaline
0301040J0,Ephedrine Sulfate
0301040K0,Ephedrine Hydrochloride
0301040L0,Etafedrine Hydrochloride
0301040M0,Fenoterol Hydrobromide
0301040N0,Isoetharine Mesylate
0301040P0,Isoprenaline Hydrochloride
0301040R0,Salbutamol
0301040T0,Terbutaline Sulphate
0301040V0,Aclidinium Brom/Formoterol
0301040W0,Umeclidinium Brom/Vilanterol
0301040X0,Tiotropium Brom/Olodaterol
0301040Y0,Indacaterol/Glycopyrronium
0302000C0,Beclometasone Dipropionate
0302000G0,Betamethasone Valerate
0302000K0,Budesonide
0302000N0,Fluticasone Propionate (Inh)
0302000R0,Mometasone Furoate
0302000T0,Triamcinolone Acetonide
0302000U0,Ciclesonide
0302000V0,Fluticasone Furoate (Inh)
0303010J0,Nedocromil Sodium
0303010Q0,Sodium Cromoglicate
0303020G0,Montelukast
0303020Y0,Zileuton
0303020Z0,Zafirlukast
0303030B0,Roflumilast
030401000,Other Antihistamine Preps
030401010,Tritoqualine
030401020,Hydroxyzine Embonate
0304010A0,Acrivastine
0304010AA,Mizolastine
0304010AB,Desloratadine
0304010AC,Levocetirizine
0304010AD,Phenylprop HCl/Chlorphenamine Maleate
0304010AE,Rupatadine Fumarate
0304010AF,Bilastine
0304010AG,Ketotifen Fumarate
0304010B0,Astemizole
0304010C0,Azatadine Maleate
0304010D0,Loratadine
0304010E0,Fexofenadine Hydrochloride
0304010F0,Brompheniramine Maleate
0304010G0,Chlorphenamine Maleate
0304010H0,Clemastine Fumarate
0304010I0,Cetirizine Hydrochloride
0304010J0,Hydroxyzine Hydrochloride
0304010K0,Cyproheptadine Hydrochloride
0304010L0,Dimetindene Maleate
0304010M0,Dimetotiazine
0304010N0,Diphenhydramine Hydrochloride
0304010P0,Diphenylpyraline Hydrochloride
0304010Q0,Mebhydrolin
0304010R0,Mepyramine Maleate
0304010S0,Mequitazine
0304010T0,Oxatomide
0304010U0,Phenindamine Tartrate
0304010V0,Pheniramine Maleate
0304010W0,Promethazine Hydrochloride
0304010X0,Terfenadine
0304010Y0,Alimemazine Tartrate
0304010Z0,Triprolidine Hydrochloride
030402000,Other Allergen Immunotherapy Preps
0304020AA,Benralizumab
0304020AB,Timothy Grass Pollen Allergen Extract
0304020C0,Animal Allergy Preparations
0304020G0,D.Pteronyssinus Allergy Preparations
0304020P0,Pollen Allergy Preparations
0304020S0,Specific Allergy Preparations
0304020W0,Wasp & Bee Venom Allergy Preparations
0304020X0,Omalizumab
0304020Y0,Mepolizumab
0304020Z0,Reslizumab
030402100,Other Diagnostic Skin Testing Preps
0304021F0,Diagnostic Skin Tests
0304030C0,Adrenaline
0304030F0,C1-Esterase Inhibitor
0304030G0,Ephedrine Hydrochloride
0304030H0,Icatibant Acetate
030501000,Other Respiratory Stimulant Preps
0305010I0,Etamivan
0305010N0,Nikethamide
0305010V0,Almitrine Dimesylate
0305010W0,Doxapram Hydrochloride
0306000P0,Oxygen
0307000C0,Acetylcysteine
0307000F0,Bromhexine Hydrochloride
0307000J0,Carbocisteine
0307000K0,Dornase Alfa
0307000L0,Mecysteine Hydrochloride
0307000M0,Mesna
0307000P0,Tyloxapol
0307000Q0,Erdosteine
0307000R0,Mannitol
0307000S0,Ivacaftor
0307000T0,Lumacaftor/Ivacaftor
030800000,Other Aromatic Inhalation Preps
0308000B0,Benzoin
0308000M0,Menthol
0308000P0,Pine
0309010C0,Codeine Phosphate
0309010L0,Dextromethorphan Hydrobromide
0309010N0,Diamorphine Hydrochloride
0309010Q0,Isoaminile Citrate
0309010S0,Methadone Hydrochloride
0309010U0,Noscapine
0309010X0,Pholcodine
0309010Y0,Ephedrine HCl/Dextrometh Hydrob
030902000,Other Expectorant& Demulcent Cough Preps
030902010,Ammonium Chloride
030902020,Potassium Iodide
030902030,Pholcodine
030902040,Diphenhydramine Hydrochloride
030902050,Carbinoxamine Maleate
030902060,Promethazine Hydrochloride
0309020A0,Ammonium Acetate
0309020AA,Ibuprofen/Pseudoephed HCl
0309020AB,Diphenhydramine HCl/Pholcodine
0309020AC,Guaiacol & Codeine
0309020AD,Squill/Ipecac
0309020AE,Ephedrine HCl/Ipecacuanha
0309020AF,Pseudoephedrine HCl/Dextrometh Hydrob
0309020AG,Citric Acid Monohydrate/Ipecacuanha
0309020AH,Ammonium Chloride/Diphenhydramine HCl
0309020B0,Ammonium Bicarbonate
0309020C0,Belladonna & Ipecacuanha
0309020D0,Simple
0309020E0,Cocillana
0309020F0,Caffeine & Sodium Iodide
0309020G0,Guaifenesin
0309020H0,Glycerol
0309020I0,Squill
0309020K0,Squill Opiate
0309020M0,Creosote
0309020N0,Powdered Opium
0309020P0,Prepared Stramonium
0309020Q0,Pseudoephedrine HCl Combinations
0309020R0,Dextromethorphan Hydrobrom Comp Prep's
0309020S0,Euphorbia
0309020T0,Ipecacuanha
0309020U0,Brompheniramine Maleate Combinations
0309020V0,Liquorice
0309020X0,Terpin Hydrate
0309020Y0,Ephedrine Hydrochloride
0309020Z0,Wild Cherry Bark
0310000E0,Ephedrine Hydrochloride
0310000K0,Phenylpropanolamine Hydrochloride
0310000M0,Pseudoephedrine Sulphate Combinations
0310000N0,Pseudoephedrine Hydrochloride
0310000Q0,Phenylephrine Hydrochloride
0311010B0,Pirfenidone
040101000,Other Hypnotic Preps
0401010AA,Sodium Bromide
0401010AB,Methaqualone & Diphenhydramine HCl
0401010AC,Sodium Oxybate
0401010AD,Melatonin
0401010B0,Chloral Hydrate
0401010C0,Cloral Betaine
0401010D0,Clomethiazole Edisilate
0401010F0,Clomethiazole
0401010I0,Flunitrazepam
0401010L0,Flurazepam Hydrochloride
0401010N0,Loprazolam Mesilate
0401010P0,Lormetazepam
0401010R0,Nitrazepam
0401010S0,Potassium Bromide
0401010T0,Temazepam
0401010V0,Triazolam
0401010W0,Zaleplon
0401010X0,Triclofos Sodium
0401010Y0,Zolpidem Tartrate
0401010Z0,Zopiclone
040102000,Other Anxiolytic Preps
0401020A0,Alprazolam
0401020B0,Buspirone Hydrochloride
0401020C0,Clotiazepam
0401020D0,Chlordiazepoxide
0401020E0,Chlordiazepoxide Hydrochloride
0401020F0,Chlormezanone
0401020G0,Bromazepam
0401020K0,Diazepam
0401020L0,Ketazolam
0401020P0,Lorazepam
0401020Q0,Medazepam
0401020R0,Meprobamate
0401020T0,Oxazepam
0401020U0,Prazepam
0401020V0,Clorazepate Dipotassium
0401030C0,Amobarbital
0401030E0,Amobarbital Sodium
0401030G0,Barbital Sodium
0401030H0,Butobarbital
0401030L0,Cyclobarbital Calcium
0401030P0,Methyprylon
0401030Q0,Pentobarbital Sodium
0401030T0,Secobarbital Sodium
040201010,Zuclopenthixol Acetate
040201020,Tiotixene
040201030,Risperidone
040201040,Prothipendyl Hydrochloride
040201050,Sertindole
040201060,Olanzapine
0402010A0,Amisulpride
0402010AA,Veralipride
0402010AB,Quetiapine
0402010AC,Zotepine
0402010AD,Aripiprazole
